joven	teenager, young person	adjective				Los jóvenes estudian mucho.	The young people study a lot.
veinte	twenty	numeral				Veinte personas están en la fiesta.	Twenty people are at the party.
sueño	dream, sleep	noun	masculine	sueños		Tengo un hermoso sueño.	I have a beautiful dream.
pretender	to attempt	verb			pretendo, pretendes, pretende, pretendemos, pretendéis, pretenden	Él pretende ser un experto en la materia.	He pretends to be an expert on the subject.
tarea	task, job	noun	feminine	tareas		La tarea es difícil.	The task is difficult.
carta	letter, (playing) card	noun	feminine	cartas		Ella escribe una carta.	She writes a letter.
apenas	hardly, barely	adverb				Apenas salí de la casa.	I had just left the house.
propiedad	property	noun	feminine	propiedades		La propiedad es mía.	The property is mine.
producto	product	noun	masculine	productos		El producto es muy bueno.	The product is very good.
personal	personal	noun	masculine	personales		El personal de la empresa es muy profesional.	The staff of the company is very professional.
simplemente	simply, just	adverb				Simplemente me gusta estar contigo.	I simply like being with you.
imposible	impossible	adjective				Es imposible que lo logre.	It is impossible that he will achieve it.
gusto	pleasure, taste, preference	noun	masculine	gustos		Me gusta mucho la comida.	I really like the food.
ayuda	help, aid	noun	feminine	ayudas		La ayuda es muy importante para los estudiantes.	Help is very important for students.
acordar	to remember, remind	verb			acordar-o, acordar-as, acordar-a, acordar-amos, acordar-áis, acordar-an	Vamos a acordar una cita.	We are going to arrange a date.
lengua	language, tongue, strip (of land)	noun	feminine	lenguas		La lengua es un órgano del cuerpo humano.	The tongue is an organ of the human body.
cortar	to cut	verb			corto, cortas, corta, cortamos, cortáis, cortan	Él corta la tarta con un cuchillo.	He cuts the cake with a knife.
plan	plan	noun	masculine	planes		El plan es muy interesante.	The plan is very interesting.
corresponder	to correspond with	verb			correspondo, correspondes, corresponde, correspondemos, correspondéis, corresponden	Todos deben corresponder a sus responsabilidades.	Everyone must fulfill their responsibilities.
vuelta	return, turn	noun	feminine	vueltas		Tomamos la vuelta para volver a casa.	We took the turn to go back home.
romper	to break	verb			rompo, rompes, rompe, rompemos, rompéis, rompen	Él rompió el plato.	He broke the plate.
