siglo	century, age	noun	masculine	siglos		El siglo XXI es el siglo actual.	The 21st century is the current century.
dios	god, divinity	noun	masculine	dioses		Dios es el creador del universo.	God is the creator of the universe.
malo	bad	adjective	masculine	males		El hombre es muy malo.	The man is very bad.
tierra	earth, land, ground	noun	feminine	tierras		La tierra es el hogar de muchas especies.	The earth is the home of many species.
papel	paper, role, part	noun	masculine	papeles		El papel es muy importante para la oficina.	Paper is very important for the office.
madre	mother	noun	feminine	madres		Mi madre me cuida mucho.	My mother takes care of me a lot.
tampoco	neither, nor, either	adverb				No quiero ir al cine tampoco.	I don't want to go to the movies either.
social	social	adjective				La vida social es muy importante.	Social life is very important.
viejo	old, aged	adjective				Mi abuelo es muy viejo.	My grandfather is very old.
aún	still, yet	adverb				Aún no hemos llegado.	We haven't arrived yet.
tema	theme, subject, topic	noun	masculine	temas		El tema de la clase es interesante.	The topic of the class is interesting.
político	political	adjective				El político es muy inteligente.	The politician is very intelligent.
español	Spanish	adjective				Los españoles son muy amables.	The Spanish people are very friendly.
ganar	to win, earn	verb			gano, ganas, gana, ganamos, ganáis, ganan	Yo gano dinero todos los meses.	I earn money every month.
formar	to form	verb			formo, formas, forma, formamos, formáis, forman	Los niños están formando una fila.	The children are forming a line.
clase	kind, class, order	noun	feminine	clases		La clase de hoy es muy interesante.	Today's class is very interesting.
traer	to bring, carry	verb			traigo, traes, trae, traemos, traéis, traen	Yo traigo un regalo para ti.	I bring a gift for you.
partir	to divide, leave; a partir de: starting	verb			yo parto, tú partes, él/ella parte, nosotros partimos, vosotros partís, ellos/ellas parten	Vamos a partir el pastel.	We are going to split the cake.
dinero	money	noun	masculine	dineros		El dinero es importante para la vida.	Money is important for life.
quién	who?, whom?	pronoun			quién, quiénes	¿Quién es el mejor jugador?	Who is the best player?
morir	to die	verb			yo muero, tú mueres, él/ella muere, nosotros/as morimos, vosotros/as morís, ellos/as mueren	Todos debemos morir algún día.	We all must die someday.
incluso	including, even (adv)	adverb				Incluso los niños saben esto.	Even the children know this.
campo	field, country	noun	masculine	campos		El campo es verde y hermoso.	The field is green and beautiful.
aceptar	to accept	verb			acepto, aceptas, acepta, aceptamos, aceptáis, aceptan	Él acepta la oferta.	He accepts the offer.
quizás	perhaps, maybe	adverb				Quizás mañana salgamos a pasear.	Maybe we'll go for a walk tomorrow.
cabeza	head (part of body)	noun	feminine	cabezas		La cabeza me duele.	My head hurts.
realizar	to fulfill, carry out	verb			realizo, realizas, realiza, realizamos, realizáis, realizan	Vamos a realizar una tarea.	We are going to carry out a task.
ciento	hundred	adjective				Tengo ciento de amigos.	I have a hundred friends.
