cruzar	to cross	verb			cruzaré, cruzarás, cruzará, cruzaremos, cruzaréis, cruzarán	Voy a cruzar la calle.	I'm going to cross the street.
tender	to tend to, lay out	verb			tenderé, tenderás, tenderá, tenderemos, tenderéis, tenderán	Tendré que tender la cama.	I will have to make the bed.
finalmente	finally, at last	adverb				Finalmente, llegamos a la casa.	Finally, we arrived at the house.
junto	together	adjective				Los niños están sentados junto al fuego.	The children are sitting next to the fire.
anunciar	to announce, advertise	verb			anunciaré, anunciarás, anunciará, anunciaremos, anunciaréis, anunciarán	Los vecinos anunciaron su llegada.	The neighbors announced their arrival.
espíritu	spirit, ghost	noun	masculine	espíritus		El espíritu de la navidad es la generosidad.	The spirit of Christmas is generosity.
miembro	member, limb	noun	masculine	miembros		Los miembros de la familia se reúnen cada año.	The members of the family get together every year.
directo	direct, straight	adjective				El tren va directo a la estación.	The train goes directly to the station.
despertar	to wake (up), arouse	verb			despierta, despiertas, despierta, despertamos, despertáis, despiertan	Todos los días me despierto temprano.	All days I wake up early.
recurso	resource, recourse, means	noun	masculine	recursos		Los recursos naturales son limitados.	Natural resources are limited.
pared	(interior) wall	noun	feminine	paredes		La pared es blanca.	The wall is white.
equipo	team, equipment, outfit	noun	masculine	equipos		El equipo está listo para comenzar el partido.	The team is ready to start the game.
error	error, mistake	noun	masculine	errores		El error fue mío.	The error was mine.
preciso	precise, necessary	adjective				Es preciso que lo hagamos ahora.	It is necessary that we do it now.
diverso	different, several, diverse	adjective				Todos somos diferentes, pero todos somos igualmente diversos.	We are all different, but we are all equally diverse.
dificultad	difficulty, obstacle	noun	feminine	dificultades		La dificultad de la tarea es muy grande.	The difficulty of the task is very big.
comentar	to comment on	verb			comentar-o, comentar-as, comentar-a, comentar-amos, comentar-áis, comentar-an	Vamos a comentar la película.	We are going to comment on the movie.
publicar	to publish	verb			publico, publicas, publica, publicamos, publicáis, publican	El periodista publica un artículo cada semana.	The journalist publishes an article every week.
familiar	familiar, of the family	adjective				Mi familia es muy familiar.	My family is very familiar.
voluntad	will, willpower, intention	noun	feminine	voluntades		La voluntad de Dios es inquebrantable.	The will of God is unbreakable.
reunión	meeting, reunion	noun	feminine	reuniones		La reunión fue muy divertida.	The meeting was very fun.
modelo	model, pattern	noun	masculine	modelos		Los modelos son muy populares.	Models are very popular.
cargar	to load (up), carry	verb			cargo, cargas, carga, cargamos, cargáis, cargan	Ella carga la maleta.	She carries the suitcase.
fecha	date, day	noun	feminine	fechas		La fecha de la fiesta es el 15 de mayo.	The date of the party is the 15th of May.
participar	to participate	verb			participo, participas, participa, participamos, participáis, participan	Los estudiantes participan en el proyecto.	The students participate in the project.
impedir	to prevent, hinder	verb			impediré, impedirás, impedirá, impediremos, impediréis, impedirán	No impediré que vengas con nosotros.	I won't prevent you from coming with us.
propósito	intention, purpose	noun	masculine	propositos		El propósito de mi viaje es conocer nuevos lugares.	The purpose of my trip is to explore new places.
salvar	to save, rescue	verb			salvo, salvas, salva, salvamos, salváis, salvan	Él salva a los niños del incendio.	He saves the children from the fire.
cuidado	care, carefulness	adjective				Tengo que tener mucho cuidado.	I have to be very careful.
puesto	job, place, position	noun	masculine	puestos		El puesto de trabajo es muy importante.	The job position is very important.
grado	degree, grade	adjective				Este grado de dificultad es muy alto.	This degree of difficulty is very high.
escapar	to escape	verb			escaparé, escaparás, escapará, escaparemos, escaparéis, escaparán	Los niños intentaron escapar de la casa.	The children tried to escape from the house.
lucha	fight, struggle, wrestle	noun	feminine	luchas		La lucha por la libertad es una causa noble.	The struggle for freedom is a noble cause.
tirar	to throw, pull	verb			tiro, tira, tira, tiramos, tiráis, tiran	Tiramos la pelota al parque.	We threw the ball to the park.
entero	entire, whole, complete	adjective				El libro entero está en la estantería.	The whole book is on the shelf.
jefe	leader, boss, manager	noun	masculine	jefes		El jefe es muy inteligente.	The boss is very intelligent.
interesante	interesting	adjective				Es interesante ver la película.	It is interesting to watch the movie.
amplio	wide, ample, broad	adjective				La habitación es amplia.	The room is spacious.
contestar	to answer, reply	verb			contesto, contestas, contesta, contestamos, contestáis, contestan	Ella contesta las preguntas con rapidez.	She answers the questions quickly.
periódico	newspaper, periodical	noun	masculine	periodicos		Leo el periódico todos los días.	I read the newspaper every day.
preocupar	to worry	verb			preocupo, preocupas, preocupa, preocupamos, preocupáis, preocupan	Mis padres se preocupan por mi bienestar.	My parents worry about my wellbeing.
prestar	to lend	verb			presto, prestas, presta, prestamos, prestáis, prestan	Yo presto mi ayuda a los demás.	I lend my help to others.
par	pair, couple (m); a la par: at same time	adjective				El par de zapatos es muy bonito.	The pair of shoes is very nice.
público	public, audience	adjective				El concierto fue muy público.	The concert was very public.
pesar	to weigh	verb			peso, pesas, pesa, pesamos, pesáis, pesan	Yo pesaré mi equipaje antes de salir.	I will weigh my luggage before leaving.
final	final	adjective				El partido final fue muy emocionante.	The final match was very exciting.
calidad	quality	noun	feminine	calidades		La calidad de la comida es excelente.	The quality of the food is excellent.
exponer	to expound, expose	verb			expongo, expones, expone, exponemos, exponéis, exponen	El profesor expone la lección.	The professor presents the lesson.
civil	civil	adjective				El gobierno es responsable de la seguridad civil.	The government is responsible for civil security.
ciencia	science, knowledge	noun	feminine	ciencias		La ciencia es una disciplina importante.	Science is an important discipline.
tamaño	size, dimension	adjective				El tamaño de la habitación es grande.	The size of the room is big.
mas	but, however	adverb				Ella come más que yo.	She eats more than me.
doctor	doctor	noun	masculine	doctores		El doctor es muy inteligente.	The doctor is very intelligent.
cuadro	painting, picture	noun	masculine	cuadros		El cuadro es muy bonito.	The painting is very nice.
caballo	horse	noun	masculine	caballos		El caballo corre por el campo.	The horse runs through the field.
responsabilidad	responsibility	noun	feminine	responsabilidades		La responsabilidad es una carga pesada.	Responsibility is a heavy burden.
cincuenta	fifty	adjective				Tengo cincuenta años.	I have fifty years.
interno	internal	adjective				El hospital tiene una sala interna.	The hospital has an internal room.
detalle	detail	noun	masculine	detalles		El detalle es importante para la decoración.	The detail is important for the decoration.
marcha	march, progress	noun	feminine	marchas		La marcha fue un éxito.	The march was a success.
nueve	nine	numeral				Tengo nueve hermanos.	I have nine siblings.
carne	meat, flesh	noun	feminine	carne(s)		La carne es un alimento muy nutritivo.	Meat is a very nutritious food.
jamás	never	adverb				Nunca jamás he visto algo así.	I have never seen anything like this.
pensamiento	thought, thinking	noun	masculine	pensamientos		Los pensamientos de ella son muy profundos.	Her thoughts are very deep.
viajar	to travel	verb			viajo, viajas, viaja, viajamos, viajáis, viajan	Mi hermano y yo viajamos a España cada año.	My brother and I travel to Spain every year.
cargo	position, charge, fee	noun	masculine	cargos		El cargo de la empresa es muy importante.	The company's role is very important.
separar	to separate	verb			separo, separas, separa, separamos, separáis, separan	Ella separa la ropa para lavar.	She separates the clothes to wash.
santa	saint (f)	adjective				La niña es muy santa.	The girl is very kind.
construcción	construction	noun	feminine	construcciones		La construcción de la casa está casi terminada.	The construction of the house is almost finished.
juicio	judgment	noun	masculine	juicios		El juicio es una decisión importante.	The judgement is an important decision.
terreno	ground, earth, terrain	noun	masculine	terrenos		El terreno es grande y verde.	The land is big and green.
piso	floor, story	noun	masculine	pisos		El piso es muy bonito.	The floor is very nice.
compañía	company	noun	feminine	compañías		Mi compañía ofrece un servicio excelente.	My company offers an excellent service.
regresar	to return (to a place)	verb			vuelvo, vuelves, vuelve, volvemos, volvéis, vuelven	Voy a regresar a casa.	I'm going to go back home.
texto	text	noun	masculine	textos		El texto es interesante.	The text is interesting.
fuente	source; fountain	noun	feminine	fuentes		La fuente es muy bonita.	The fountain is very pretty.
