sostener	to support, hold up	verb			sostengo, sostienes, sostiene, sostenemos, sostenéis, sostienen	Los abogados sostienen que la ley es injusta.	The lawyers maintain that the law is unjust.
piel	skin, hide, fur	noun	feminine	pieles		La piel de la manzana es suave.	The skin of the apple is soft.
delante	(in) front (of), ahead	adverb				Él siempre camina delante de mí.	He always walks in front of me.
religioso	religious	adjective				Los niños son muy religiosos.	The children are very religious.
advertir	to notice, warn	verb			advertirás, advertirás, advertirá, advertiremos, advertiréis, advertirán	Advierto a mis amigos que no sean imprudentes.	I warn my friends not to be reckless.
oscuro	dark, obscure	adjective	masculine	oscuros		La noche es oscura.	The night is dark.
control	control	noun	masculine	controles		El control es necesario para mantener la seguridad.	Control is necessary to maintain security.
investigación	investigation	noun	feminine	investigaciones		La investigación es muy importante.	The investigation is very important.
transformar	to transform, change	verb			transformo, transformas, transforma, transformamos, transformáis, transforman	Los científicos transforman la energía solar en electricidad.	The scientists transform solar energy into electricity.
conversación	conversation	noun	feminine	conversaciones		La conversación fue interesante.	The conversation was interesting.
verano	summer	noun	masculine	veranos		En verano, me gusta nadar en la playa.	In summer, I like to swim in the beach.
respeto	respect, regard	noun	masculine	respetos		Los niños deben respetar a sus padres.	The children must respect their parents.
norte	north	adjective				El norte es muy frío.	The north is very cold.
mediante	by means of	preposition				Mediante el uso de la tecnología, podemos mejorar nuestras vidas.	Through the use of technology, we can improve our lives.
cuarto	fourth	noun	masculine	cuartos		El cuarto es muy grande.	The room is very big.
tradición	tradition	noun	feminine	tradiciones		La tradición es una parte importante de la cultura.	Tradition is an important part of culture.
bastar	to be sufficient	verb			basto, bastas, basta, bastamos, bastáis, bastan	Basta una sonrisa para alegrar el día.	A smile is enough to brighten the day.
población	population	noun	feminine	poblaciones		La población de la ciudad ha aumentado.	The population of the city has increased.
pareja	couple, pair	noun	feminine	parejas		Mi pareja y yo salimos a cenar.	My partner and I went out to dinner.
