poder	to be able to; can	verb			puedo, puedes, puede, podemos, podéis, pueden	Yo puedo hablar español.	I can speak Spanish.
decir	to tell, say	verb			dice, dices, dice, decimos, decís, dicen	Él dice que sí.	He says yes.
este	this (m) [esta (f)]	adjective	masculine			Este libro es muy interesante.	This book is very interesting.
ir	to go	verb			va, vas, va, vamos, vais, van	Voy a ir al parque.	I am going to the park.
otro	other, another	adjective				Tengo otro libro.	I have another book.
ese	that (m) [esa (f)]	adjective				Ese libro es muy interesante.	That book is very interesting.
la	[3rd person] (direct obj-f)	article	feminine	las		La niña come una manzana.	The girl is eating an apple.
si	if, whether	conjunction				Si no lo haces, tendrás problemas.	If you don't do it, you will have problems.
me	me (obj)	Pronoun				Me gusta leer.	I like to read.
ya	already, still	adverb				Ya es hora de irse.	It's already time to go.
ver	to see	verb			yo veo, tú ves, él/ella ve, nosotros/as vemos, vosotros/as veis, ellos/as ven	Yo veo la televisión todos los días.	I see the television every day.
porque	because	conjunction				¿Por qué estás aquí?	Why are you here?
dar	to give	verb			da, das, da, damos, dais, dan	Él da un regalo a su hermana.	He gives a gift to his sister.
cuándo	when	adverb				Cuándo vamos a la playa?	When are we going to the beach?
él	he, [ellos] them (m)	pronoun	masculine			Él es un buen amigo.	He is a good friend.
muy	very, really	adverb				Ella siempre habla muy bien.	She always speaks very well.
sin	without	preposition				No puedo vivir sin ti.	I can't live without you.
vez	time (specific occurrence)	adverb				Cada vez me gusta más.	I like it more and more each time.
mucho	much, many, a lot (adv)	adjective				Tengo mucho trabajo.	I have a lot of work.
saber	to know (a fact), find out	verb			sab-o, sab-es, sabe, sabemos, sabéis, saben	Yo sé que tienes razón.	I know you are right.
qué	what?, which?, how (+ adj)!	interrogative pronoun				¿Qué quieres hacer?	What do you want to do?
sobre	on top of, over, about	adverb				Ella siempre habla sobre la vida.	She always talks about life.
mi	my	adjective				Mi casa es muy bonita.	My house is very pretty.
alguno	some, someone (pron)	adjective				Algunos estudiantes llegan tarde a clase.	Some students arrive late to class.
mismo	same	adjective				Ella misma preparó la comida.	She prepared the food herself.
yo	I (subj)	pronoun				Yo soy un estudiante.	I am a student.
también	also	adverb				También me gusta leer.	I also like to read.
hasta	until, up to, even (adv)	preposition				Vamos hasta el parque.	Let's go to the park.
año	year	noun	masculine	años		Este año fue muy difícil.	This year was very difficult.
dos	two	numeral				Tengo dos libros.	I have two books.
querer	to want, love	verb			quiero, quieres, quiere, queremos, queréis, quieren	Quiero comer una pizza.	I want to eat a pizza.
entre	between, among	preposition				Entre tú y yo, hay una conexión especial.	Between you and me, there is a special connection.
así	like that	adverb				Así se hace.	That's how it's done.
primero	first	adjective				Es el primero en llegar.	He is the first one to arrive.
desde	from, since	preposition				Desde hace mucho tiempo, estoy aquí.	I have been here for a long time.
grande	large, great, big	adjective				El coche es grande.	The car is big.
eso	that (n)	pronoun				Eso es muy importante.	That is very important.
ni	not even, neither, nor	conjunction				No sé ni cómo ni cuándo.	I don't know neither how nor when.
nos	us (obj)	pronoun				Nosotros vamos al parque.	We are going to the park.
llegar	to arrive	verb			llego, llegas, llega, llegamos, llegáis, llegan	Voy a llegar a la fiesta a las ocho.	I'm going to arrive at the party at eight.
pasar	to pass, spend (time)	verb			yo paso, tú pasas, él/ella/usted pasa, nosotros/as pasamos, vosotros/as pasáis, ellos/ellas/ustedes pasan	Vamos a pasar el día en la playa.	We are going to spend the day at the beach.
tiempo	time (general), weather	noun	masculine	tiempos		El tiempo pasa muy rápido.	Time passes very quickly.
ella	she, [ellas] them (f)	pronoun	feminine			Ella es muy inteligente.	She is very intelligent.
sí	yes	adverb				Sí, acepto tu oferta.	Yes, I accept your offer.
día	day	noun	masculine	días		El día es hermoso.	The day is beautiful.
uno	one	adjective				Tengo uno.	I have one.
bien	well	adverb				Bien trabajas.	You work well.
poco	little, few, a little bit (adv)	adjective				No hay mucho tiempo para prepararlo.	There is not much time to prepare it.
deber	should, ought to; to owe	verb			debería, debes, debe, debemos, debéis, deben	Tengo que deber una disculpa.	I have to apologize.
entonces	so, then	conjunction				Entonces, vamos a la playa.	Then, let's go to the beach.
poner	to put (on), get (+adj)	verb			pongo, pones, pone, ponemos, ponéis, ponen	Ella pone la mesa.	She sets the table.
cosa	thing	noun	feminine	cosas		La cosa es muy interesante.	The thing is very interesting.
tanto	so much, so many	adjective				Tanto éxito tuvo que tuvo que celebrarlo.	So much success he had that he had to celebrate it.
hombre	man, mankind, husband	noun	masculine	hombres		El hombre camina por la calle.	The man walks down the street.
parecer	to seem, look like	verb			parezco, pareces, parece, parecemos, parecéis, parecen	Parecer es una palabra muy útil.	It seems that parecer is a very useful word.
nuestro	our	adjective				Nuestro equipo ganó el partido.	Our team won the game.
tan	such, as, too, so	adjective				Ella es tan alta como él.	She is as tall as him.
dónde	where	adverb				¿Dónde estás?	Where are you?
ahora	now	adverb				Ahora estoy aquí.	Now I am here.
parte	part, portion	noun	feminine	partes		La parte superior del edificio es muy bonita.	The top part of the building is very beautiful.
después	after	adverb				Después de comer, salimos a pasear.	After eating, we went for a walk.
vida	life	noun	feminine	vidas		La vida es un regalo precioso.	Life is a precious gift.
quedar	to remain, stay	verb			quedo, quedas, queda, quedamos, quedáis, quedan	Quedamos a las seis.	We are meeting at six.
siempre	always, forever	adverb				Siempre me levanto temprano.	I always get up early.
creer	to believe, think	verb			creo, crees, cree, creamos, creéis, creen	Yo creo que esto es importante.	I believe that this is important.
hablar	to speak, talk	verb			hablo, hablas, habla, hablamos, habláis, hablan	Él habla con su hermano.	He is talking to his brother.
llevar	to take, carry	verb			llevo, llevas, lleva, llevamos, lleváis, llevan	Yo llevo una mochila.	I carry a backpack.
dejar	to let, leave	verb			dejo, dejas, deja, dejamos, dejáis, dejan	Voy a dejar mi trabajo.	I'm going to leave my job.
nada	nothing, (not) at all	adverb				No hay nada que hacer.	There is nothing to do.
cada	each, every	adverb				Cada día me levanto temprano.	I get up early every day.
seguir	to follow, keep on	verb			sigo, sigues, sigue, seguimos, seguís, siguen	Sigo a mi profesor de matemáticas.	I follow my math teacher.
menos	less, fewer	adverb				Menos hablamos, mejor entendemos.	The less we talk, the better we understand.
nuevo	new	adjective				Tengo una camisa nueva.	I have a new shirt.
encontrar	to find	verb			encontraré, encontrarás, encontrará, encontraremos, encontraréis, encontrarán	Yo encontraré una solución.	I will find a solution.
