naturaleza	nature, character	noun	feminine	naturalezas		La naturaleza es hermosa.	Nature is beautiful.
capacidad	capacity	noun	feminine	capacidades		La capacidad de mi hermano es impresionante.	My brother's capacity is impressive.
actual	current	adjective				La situación actual es muy complicada.	The current situation is very complicated.
marcar	to mark, note, dial	verb			marco, marcas, marca, marcamos, marcáis, marcan	Ella marca el número en el teléfono.	She marks the number on the phone.
distancia	distance	noun	feminine	distancias		La distancia entre los dos países es muy grande.	The distance between the two countries is very large.
pleno	complete, full	adjective				El consejo municipal está pleno de ideas.	The municipal council is full of ideas.
cerrado	closed	adjective				La puerta está cerrada.	The door is closed.
compartir	to share	verb			comparto, compartes, comparte, compartimos, compartís, comparten	Mis amigos y yo compartimos una pizza.	My friends and I shared a pizza.
información	information	noun	feminine	informaciones		La información es muy importante.	Information is very important.
ambiente	environment, atmosphere	noun	masculine	ambientes		El ambiente es muy agradable.	The atmosphere is very pleasant.
especialmente	especially	adverb				Especialmente, me gusta el helado.	Especially, I like ice cream.
desarrollo	development	noun	masculine	desarrollos		Los estudiantes desarrollan sus habilidades.	The students develop their skills.
sol	sun	adjective				El sol es muy brillante.	The sun is very bright.
muerto	dead	adjective				Los muertos están enterrados en el cementerio.	The dead are buried in the cemetery.
consistir	to consist of	verb			consiste, consistes, consiste, consistimos, consistís, consisten	La tarea consiste en hacer una presentación.	The task consists of making a presentation.
constituir	to constitute, consist of	verb			constituyo, constituyes, constituye, constituimos, constituís, constituyen	La Constitución de los Estados Unidos constituye la ley suprema.	The Constitution of the United States constitutes the supreme law.
dispuesto	willing, ready	adjective				Estoy dispuesto a ayudar.	I am willing to help.
cubrir	to cover	verb			yo cubro, tú cubres, él/ella cubre, nosotros/as cubrimos, vosotros/as cubrís, ellos/ellas cubren	Ella cubre la mesa con un mantel.	She covers the table with a tablecloth.
funcionar	to work, function	verb			funciona, funcionas, funciona, funcionamos, funcionáis, funcionan	La computadora funciona bien.	The computer works well.
compañero	companion, classmate	noun	masculine	compañeros		Mis compañeros son muy simpáticos.	My classmates are very friendly.
salida	exit, escape, outcome	noun	feminine	salidas		00.	00.
caber	to fit (into)	verb			yo cabe, tú cabes, él/ella cabe, nosotros cabemos, vosotros cabéis, ellos/ellas caben	No caben todos los invitados en la sala.	None of the guests fit in the room.
conciencia	conscience, consciousness	noun	feminine	conciencias		La conciencia de la humanidad es una fuerza poderosa.	The conscience of humanity is a powerful force.
atender	to serve, attend to	verb			atendo, atiendes, atiende, atendemos, atendéis, atienden	Los empleados atienden a los clientes.	The employees attend to the customers.
enfermo	ill, sick	adjective				Mi hermano está enfermo.	My brother is sick.
insistir	to insist on	verb			insisto, insistes, insiste, insistimos, insistís, insisten	Él insiste en que vayamos a la fiesta.	He insists that we go to the party.
costumbre	habit, custom, usage	noun	feminine	costumbres		La costumbre de mi familia es comer juntos.	The custom of my family is to eat together.
detrás	behind	adverb				Él siempre está detrás de mí.	He is always behind me.
